2,12050,12053,0
5,73960,73961,1
3,98088,98097,1
5,88687,88693,0
5,76871,76880,0
2,22214,22215,1
3,39994,40003,1
4,25648,25657,0
2,46651,46656,0
2,26362,26365,0
2,95589,95596,0
5,71456,71465,0
4,97157,97160,1
3,12945,12946,1
4,67433,67441,0
5,59465,59471,0
4,38689,38689,0
3,73612,73612,1
1,9729,9733,0
2,70274,70282,0
2,94018,94026,0
1,73707,73707,1
4,90010,90020,1
5,42095,42105,1
1,82655,82662,0
4,90736,90743,0
2,33764,33774,0
2,31453,31457,0
5,77746,77753,1
3,33507,33514,1
3,59806,59812,0
4,67198,67204,1
3,997,997,0
3,89174,89176,1
3,76691,76698,1
3,75144,75145,1
2,46214,46223,1
3,21576,21579,1
3,86664,86665,1
5,9066,9070,1
1,1092,1102,1
4,36771,36780,1
3,53125,53131,1
2,13713,13721,1
5,58991,58992,1
3,36423,36424,1
5,24917,24917,1
4,49272,49275,1
3,1418,1426,0
2,53117,53125,0
5,15978,15984,1
5,88268,88272,1
1,59706,59707,0
4,74996,75005,0
4,17040,17046,0
2,37983,37989,0
2,76076,76084,1
3,25350,25352,0
1,16141,16143,0
2,15963,15971,0
4,93132,93134,1
3,83881,83889,0
1,76974,76982,1
4,86450,86452,1
5,51928,51937,0
1,5679,5688,1
4,47278,47287,1
3,16425,16428,0
2,90826,90832,0
2,56476,56479,1
4,80459,80464,1
5,25590,25590,1
2,88647,88648,1
2,40433,40440,1
3,34650,34658,1
3,72096,72105,1
5,27226,27236,1
4,62508,62513,0
4,33590,33591,1
5,10352,10359,0
1,9888,9889,0
5,71547,71552,1
1,96347,96352,1
2,7921,7924,0
2,35706,35707,0
5,39461,39471,1
4,92761,92769,1
4,82181,82189,1
4,96990,96990,0
5,38451,38457,1
4,72073,72075,1
1,48781,48783,1
4,75674,75675,0
1,22802,22810,1
1,78285,78285,1
2,9377,9384,0
3,70345,70354,1
2,79037,79042,0
4,97739,97749,1
1,66792,66798,1
5,16541,16544,0
2,43135,43143,1
3,86449,86449,1
2,56099,56104,1
2,21836,21845,0
1,48123,48132,0
2,11728,11728,1
5,65581,65581,1
1,33979,33983,1
1,60146,60151,1
2,8090,8099,1
2,45731,45735,0
3,50179,50179,1
2,64969,64972,1
4,79296,79301,1
4,13368,13371,1
3,68485,68494,0
1,6570,6580,0
2,4733,4735,1
1,79785,79788,0
1,80974,80983,0
5,16063,16072,0
3,34124,34129,1
1,29297,29298,1
3,93238,93245,1
5,85558,85565,0
2,50903,50908,0
2,1894,1894,0
5,11955,11955,0
5,55205,55211,1
4,74846,74848,1
2,88884,88888,0
5,71727,71734,1
1,26820,26823,0
2,42131,42135,1
3,21530,21532,0
1,67925,67927,0
5,15517,15522,1
3,28212,28215,1
1,34370,34371,0
2,58410,58412,1
2,82745,82752,0
2,17373,17373,0
3,89795,89801,1
4,17703,17711,0
4,16644,16647,1
5,96867,96876,0
5,93993,93993,1
4,18533,18539,1
1,55981,55983,1
3,44958,44961,0
2,36528,36535,1
2,49683,49692,1
2,80246,80255,0
3,13489,13494,1
4,45654,45657,1
2,82610,82610,0
3,40664,40674,0
2,82228,82235,0
3,70635,70643,0
5,53833,53842,0
1,11029,11037,1
5,7888,7888,1
2,79244,79244,1
3,39028,39034,1
4,55438,55443,0
3,63759,63761,1
1,2390,2393,1
2,73478,73479,1
5,11524,11526,1
2,91118,91122,0
5,96817,96820,1
1,55578,55581,0
1,76820,76828,1
3,83018,83027,1
1,97020,97023,1
3,9299,9301,0
2,96058,96059,1
5,72133,72136,0
3,82809,82819,1
4,56435,56435,1
2,12881,12891,0
4,17072,17078,0
2,51535,51540,0
2,90466,90475,0
1,62099,62100,0
5,10090,10094,0
1,50856,50856,1
2,12425,12435,0
2,39021,39030,1
5,91351,91358,1
5,98930,98934,0
5,81446,81452,0
2,48352,48360,0
1,20076,20078,1
3,64996,64999,0
2,27428,27438,1
1,79766,79774,0
2,19452,19460,0
2,28173,28176,1
2,72516,72525,0
2,30014,30023,0
3,19507,19515,0
2,59214,59224,1
3,33798,33806,0
4,52684,52694,1
2,25216,25220,0
3,68947,68947,0
3,95451,95456,1
1,37450,37460,1
3,10122,10132,0
4,41913,41914,1
4,28363,28363,0
3,11262,11266,1
1,60961,60968,1
2,41752,41754,1
4,17337,17339,1
2,31176,31186,0
3,45484,45486,1
2,53910,53910,1
2,85924,85934,0
4,20378,20386,0
1,6528,6533,0
1,59591,59600,0
2,83649,83653,0
5,22669,22676,0
2,50104,50104,1
1,64281,64287,1
5,61300,61303,0
1,86738,86740,0
2,17020,17022,1
2,21240,21241,1
4,53221,53223,0
1,31560,31569,1
2,39841,39841,0
4,39089,39099,0
1,9211,9212,0
3,587,597,1
3,33520,33527,0
5,42920,42929,1
1,75063,75065,0
5,65158,65158,1
1,39990,40000,1
1,90602,90607,1
3,38290,38296,1
1,11787,11797,1
1,66707,66713,1
5,83271,83274,1
2,50090,50091,1
1,81041,81042,1
4,47763,47770,1
5,97406,97410,1
3,21361,21367,0
1,70971,70979,0
5,27721,27721,1
2,77440,77449,1
1,6385,6386,1
5,26559,26564,0
4,16155,16161,0
3,42256,42256,0
1,26081,26083,1
5,36594,36599,1
2,39449,39456,1
2,49934,49941,1
5,94142,94152,0
3,30702,30703,1
2,81998,82000,0
2,88119,88119,1
5,81343,81345,1
1,72153,72160,1
1,20777,20779,1
3,52422,52429,1
5,18789,18793,0
1,43333,43334,1
4,55570,55578,1
3,5650,5656,0
2,78566,78571,1
5,81498,81502,1
1,35869,35876,1
1,50662,50665,1
2,64566,64571,0
2,55936,55936,1
3,36860,36867,0
4,96977,96977,0
3,64821,64826,0
5,2552,2557,0
3,34246,34254,0
1,98432,98432,0
5,22915,22925,0
3,67457,67457,0
2,72987,72992,0
4,86803,86806,1
4,5808,5808,1
5,83167,83176,1
2,86532,86533,1
1,52546,52554,1
2,34383,34386,1
