984969,4768423,4793910,2
984973,4802406,4806394,2
984969,4814218,4817394,2
984973,4826331,4828615,2
984969,4835879,4838223,2
984973,4845718,4847972,2
984969,4857089,4859313,2
984973,4864593,4867088,2
984969,4879761,4882016,2
984973,4884590,4886775,2
984969,4900100,4902404,2
984973,4903025,4905319,2
984969,4920638,4923002,2
984973,4921389,4924545,0
984969,4938441,4940465,2
984969,4952658,4954351,2
984973,4924545,4983095,1
984973,4984588,4985540,2
984973,5005778,5007471,2
984973,5026416,5028100,2
984972,5647331,5655807,2
984971,5653092,5662549,2
984972,5684400,5689430,2
984971,5697425,5703366,2
984972,5713675,5718224,2
984971,5729796,5734324,2
984972,5743822,5748431,2
984971,5760884,5765162,2
984972,5774259,5778797,2
984971,5790660,5795148,2
984972,5802933,5807632,2
984971,5820606,5824934,2
984972,5833390,5837918,2
984971,5850342,5854770,2
984972,5862454,5867033,2
984971,5879586,5883875,2
984972,5892571,5897039,2
984971,5908561,5912969,2
984973,5968072,5971829,2
984969,5970697,5973683,2
984973,5972521,5976518,2
984969,5974394,5978332,2
984971,5973052,5978873,2
984972,5974274,5979113,0
984973,5977280,5982910,0
984969,5978983,5983211,2
984971,5980225,5987168,2
984969,5983902,5987198,2
984969,5987669,5989943,2
984971,5988481,5995824,2
984971,5996856,6000133,2
984971,6000994,6004300,2
984973,5982910,6038434,1
984972,5979113,6038625,1
984973,6041430,6042873,2
984972,6041510,6044115,2
984973,6043825,6046980,2
984973,6047822,6051048,2
984972,6045247,6051168,2
984969,5990555,6058682,2
984972,6052290,6058963,2
984969,6059414,6062770,2
984972,6059975,6063652,2
984972,6064654,6068310,2
984969,6063531,6068481,2
984969,6069342,6072558,2
984969,6073240,6075514,2
984969,6076135,6078630,2
984969,6079251,6082397,2
984969,6083038,6085192,2
984969,6085773,6087887,2
984971,6005182,6113515,2
984971,6114617,6119356,2
984973,6051930,6125888,2
984971,6120228,6127592,2
984973,6126980,6130848,2
984971,6128804,6133883,2
984973,6131529,6136849,2
984971,6134935,6139374,2
984973,6137981,6141508,2
984971,6140486,6145545,2
984973,6142449,6145996,2
984973,6147008,6150094,2
984971,6146748,6152649,2
984973,6151026,6154923,2
984971,6153771,6158149,2
984973,6156085,6159702,0
984969,6088528,6163068,2
984971,6159361,6163810,2
984972,6069292,6164691,2
984969,6163890,6166775,2
984969,6167256,6170903,2
984972,6165984,6171394,2
984969,6171454,6173578,2
984969,6174039,6175782,2
984969,6176203,6178347,2
984972,6172426,6180501,2
984969,6178788,6181312,2
984969,6181853,6183496,2
984969,6183987,6185741,2
984972,6181513,6185971,2
984972,6186983,6190820,2
984972,6191762,6195830,2
984972,6196801,6201791,2
984972,6202733,6206199,2
984972,6207131,6210567,2
984973,6159702,6214555,1
984973,6215486,6216779,2
984973,6217480,6219795,2
984969,6186181,6250011,2
984969,6250662,6253478,2
984969,6254119,6258397,2
984969,6259178,6261793,2
984969,6262414,6264859,2
984969,6265500,6268025,2
984971,6165032,6270369,2
984969,6268837,6272574,2
984971,6271481,6276671,2
984969,6273505,6276862,2
984969,6277823,6280659,2
984971,6278104,6287772,2
984973,6220426,6292801,2
984971,6288874,6293763,2
984973,6293793,6297851,2
984971,6294895,6299294,2
984973,6298783,6304093,2
984971,6300406,6305615,2
984973,6305145,6309102,2
984971,6306768,6312538,2
984973,6309843,6313150,2
984971,6313751,6318189,2
984973,6314091,6318259,2
984972,6211519,6319121,2
984973,6318940,6322547,2
984971,6319381,6323749,2
984972,6320353,6325723,2
984973,6323329,6326585,2
984973,6327286,6329590,2
984972,6326865,6334109,2
984972,6335151,6339269,2
984972,6340220,6343917,2
984972,6344839,6348897,2
984969,6281500,6354187,2
984972,6349828,6354968,2
984969,6354958,6357984,2
984972,6355950,6359517,2
984969,6358725,6363634,2
984972,6360488,6364155,2
984969,6364456,6367231,2
984969,6367952,6370187,2
984969,6370828,6373433,2
984969,6374054,6377130,2
984969,6377771,6379935,2
984969,6380556,6382710,2
984973,6330262,6402928,2
984973,6403599,6406054,2
984973,6406665,6411594,2
984973,6412255,6414640,2
984973,6415291,6417846,2
984973,6418487,6421423,2
984973,6421994,6424238,2
984973,6424869,6427113,2
984971,6324862,6429007,2
984971,6430119,6434878,2
984971,6435740,6442342,2
984971,6443304,6447391,2
984971,6448243,6451559,2
984969,6383361,6454845,2
984971,6452401,6456789,2
984969,6455807,6459775,2
984971,6457891,6463151,2
984971,6464163,6467619,2
984969,6460606,6468000,2
984971,6468661,6472959,2
984969,6469152,6473150,2
984972,6365137,6474973,2
984969,6474041,6477067,2
984969,6477758,6480854,2
984972,6476115,6480864,2
984969,6481495,6484792,2
984972,6481846,6485653,0
984969,6485613,6488048,2
984969,6488709,6490963,2
984973,6427845,6497245,2
984973,6497916,6500852,2
984973,6501483,6505651,2
984973,6506282,6508867,2
984973,6509528,6511962,2
984973,6512584,6514818,2
984973,6515459,6517623,2
984973,6518244,6538512,2
984973,6539153,6541338,2
984972,6485653,6542850,1
984973,6541979,6544213,2
984973,6544904,6547239,2
984973,6547840,6550144,0
984972,6549493,6551877,2
984972,6552999,6557137,2
984969,6491654,6558400,2
984969,6558890,6561245,2
984972,6558199,6562117,2
984969,6561736,6565082,2
984972,6563078,6566906,2
984969,6565683,6567777,2
984969,6568318,6570051,2
984972,6567907,6571624,2
984969,6570552,6572446,2
984969,6572947,6575091,2
984971,6474372,6575772,2
984971,6576884,6581884,2
984969,6575702,6591321,2
984971,6582735,6591492,2
984969,6591922,6594086,2
984969,6594688,6597292,2
984971,6592794,6597964,2
984969,6597803,6600358,2
984971,6599086,6603604,2
984969,6600969,6604386,2
984973,6550144,6605157,1
984972,6572606,6606199,2
984973,6606540,6607742,2
984969,6605378,6608043,2
984971,6604917,6609786,2
984972,6607221,6611309,2
984973,6608504,6611499,2
984972,6612541,6616829,2
984971,6610998,6617150,2
984972,6617981,6622850,2
984971,6618372,6622951,2
984971,6624453,6628501,2
984972,6624263,6629663,2
984969,6608744,6630675,2
984973,6612471,6631937,2
984969,6631406,6633611,2
984973,6632579,6634783,2
984969,6634212,6636616,2
984972,6630906,6637358,2
984973,6635374,6637468,0
984969,6637237,6640003,2
984972,6638339,6642056,2
984969,6640724,6642688,2
984969,6643169,6644882,2
984972,6643078,6646385,0
984969,6645353,6659379,2
984969,6659820,6661363,2
984969,6661773,6663306,2
984969,6663737,6665440,2
984969,6665851,6667775,2
984969,6668195,6670380,2
984969,6670790,6672333,2
984969,6672744,6674317,2
984973,6637468,6691710,1
984973,6692611,6693803,2
984973,6694445,6696929,2
984973,6697591,6699975,2
984973,6700596,6702790,2
984972,6646385,6703051,1
984972,6704514,6706658,2
984971,6629643,6724782,2
984973,6703472,6725082,2
984973,6726365,6728919,2
984971,6726284,6731665,2
984973,6729761,6732767,2
984973,6733688,6736514,2
984969,6674768,6737405,2
984973,6737115,6740000,2
984971,6732857,6740231,2
984969,6738217,6741643,2
984973,6740711,6743587,2
984971,6741503,6746432,2
984969,6742535,6750460,2
984971,6747554,6751762,2
984969,6751422,6755409,2
984971,6752904,6757884,2
984969,6756451,6759567,2
984969,6760489,6763675,2
984973,6744418,6764476,2
984971,6759086,6764737,2
984969,6764286,6766630,2
984973,6765177,6767802,2
984971,6765949,6770147,2
984973,6768604,6771660,2
984971,6771389,6775727,2
984973,6772581,6776068,2
984973,6777080,6780145,2
984973,6780787,6784003,2
984973,6784614,6786838,2
984969,6767442,6788441,2
984973,6787459,6789653,2
984969,6789072,6791186,2
984969,6791777,6793911,2
984969,6794522,6796827,2
984969,6797458,6800083,2
984969,6800724,6803770,2
984969,6804401,6806505,2
984969,6807136,6809290,2
984972,6707639,6821042,2
984972,6822024,6826783,2
984972,6827745,6834427,2
984972,6835469,6839527,2
984972,6840469,6844105,2
984972,6845017,6850588,2
984972,6851539,6856799,2
984973,6790274,6859685,2
984972,6857741,6862029,2
984973,6860456,6863482,2
984972,6863011,6866608,2
984973,6864203,6870625,2
984973,6871387,6874021,2
984973,6874673,6877258,2
984973,6877879,6881746,2
984973,6882407,6886515,2
984971,6776929,6889050,2
984969,6809931,6889721,2
984973,6887387,6890322,2
984973,6891013,6893598,2
984969,6890633,6894039,2
984971,6890252,6895522,2
984972,6867579,6900301,2
984969,6894780,6901964,2
984972,6901343,6905020,2
984969,6902755,6905320,2
984971,6896644,6908987,2
984969,6906162,6909698,2
984972,6906001,6910129,2
984972,6911171,6915549,0
984969,6910610,6915890,2
984971,6910289,6916301,2
984973,6894279,6919006,2
984969,6916852,6920228,2
984971,6917603,6922172,2
984973,6920108,6922863,2
984969,6920829,6923434,2
984973,6923755,6926229,2
984969,6924125,6926450,2
984971,6923364,6929836,2
984973,6926851,6930057,2
984973,6931309,6936869,2
984971,6931129,6937140,2
984973,6937691,6941919,2
984971,6938352,6943432,2
984969,6927211,6946437,2
984973,6942941,6946487,2
984971,6944564,6948802,2
984973,6947479,6950465,2
984969,6947449,6950475,2
984969,6951447,6954001,2
984969,6954623,6957017,2
984969,6957628,6961185,2
984969,6961816,6964802,2
984969,6965393,6967757,2
984969,6968378,6970422,2
984972,6915549,6972697,1
984972,6974440,6976554,2
984973,6951437,6978477,2
984973,6979229,6981553,2
984972,6977546,6983056,2
984973,6982244,6984899,2
984973,6985591,6988236,2
984969,6971134,6989799,2
984971,6949984,6991432,2
984973,6988867,6993035,2
984969,6990630,6993225,2
984972,6984058,6994327,2
984971,6992724,6997263,2
984969,6994057,6997914,2
984973,6994037,6998315,2
984972,6995539,7001320,2
984971,6998605,7002923,2
984973,6999116,7003354,2
984969,6998906,7003374,2
984972,7002472,7007031,2
984973,7004646,7007662,0
984971,7004186,7009075,2
984969,7004666,7009496,2
984969,7010718,7016769,2
984971,7010407,7017591,2
984969,7017310,7020556,2
984969,7021278,7023342,2
984971,7018733,7029363,2
984971,7030385,7034032,2
984971,7034893,7038259,2
984969,7023873,7039382,2
984969,7040083,7042217,2
984972,7008193,7043089,2
984969,7042668,7044311,2
984969,7044792,7047016,2
984972,7044100,7047888,2
984969,7047427,7050703,2
984972,7048869,7052496,2
984972,7053468,7057516,2
984969,7051184,7058608,2
984969,7059089,7061744,2
984973,7007662,7062826,1
984972,7058477,7064278,2
984973,7007662,7064699,0
984969,7062435,7064980,2
984971,7039201,7074838,2
984971,7075860,7079146,2
984971,7080008,7083204,2
984969,7065671,7084616,2
984972,7065290,7086680,2
984969,7085308,7087492,2
984971,7084426,7089265,2
984969,7088343,7090958,2
984972,7087752,7093052,2
984969,7091590,7093904,0
984971,7090578,7094926,2
984972,7094054,7098813,2
984971,7096048,7101999,2
984971,7103131,7108171,2
984971,7109062,7112789,2
984971,7113641,7116917,2
984973,7064699,7118710,1
984973,7119913,7121085,2
984972,7100126,7132496,2
984973,7121686,7137005,2
984972,7133478,7137045,2
984973,7137476,7139169,2
984973,7139680,7141513,2
984972,7138027,7141774,2
984973,7141954,7143958,2
984972,7142765,7147044,2
984973,7144419,7148657,2
984969,7093904,7148667,1
984971,7117769,7148987,2
984969,7149829,7151362,2
984973,7149448,7153155,2
984972,7148025,7154367,2
984971,7150169,7155359,0
984969,7152303,7156411,2
984973,7153836,7156631,2
984973,7157233,7159697,2
984972,7155499,7160569,2
984969,7157152,7160579,2
984969,7161190,7164416,2
984972,7161561,7165789,2
984969,7165127,7167402,2
984972,7166801,7170407,2
984973,7160328,7180576,2
984973,7181318,7183522,2
984973,7184183,7186357,2
984973,7186998,7189293,2
984973,7189994,7193260,2
984973,7193891,7196887,2
984973,7197508,7199853,2
984973,7200494,7202848,2
984972,7171349,7203499,2
984972,7204501,7208048,2
984972,7209000,7212456,2
984971,7155359,7215191,1
984972,7213839,7218197,2
984971,7217496,7219570,2
984971,7220792,7225230,2
984972,7219419,7225471,2
984973,7203549,7225881,2
984973,7226763,7229458,2
984971,7226372,7231111,2
984973,7230270,7233135,2
984972,7226743,7235890,2
984973,7234007,7236702,2
984969,7168113,7238245,2
984971,7232233,7239086,2
984973,7237373,7241431,2
984972,7237002,7241591,2
984969,7238886,7242472,2
984973,7242232,7245238,2
984969,7243184,7251730,2
984973,7251940,7254545,2
984969,7252481,7255046,2
984972,7242583,7255126,2
984971,7240298,7257290,2
984973,7255347,7258563,2
984969,7255667,7258593,2
984971,7258523,7263582,2
984969,7259514,7264574,2
984971,7264794,7268922,2
984969,7265506,7271617,2
984969,7272619,7275685,2
984969,7276336,7278610,2
984973,7259504,7280313,2
984973,7280955,7283169,2
984973,7283800,7286004,2
984973,7286655,7289551,2
984972,7256238,7290012,2
984973,7290232,7293158,2
984972,7291004,7294680,2
984973,7293899,7299099,2
984972,7295682,7299229,2
984969,7279251,7299229,2
984971,7270265,7302475,2
984969,7300311,7302665,2
984973,7299750,7302695,2
984972,7300411,7304649,2
984969,7303858,7306533,2
984973,7304178,7306693,2
984971,7304028,7308446,2
984969,7307394,7310430,2
984972,7305721,7311482,2
984971,7309729,7313906,2
984969,7311362,7315439,2
984972,7312634,7316972,0
984971,7315219,7319307,2
984969,7316371,7320459,2
984969,7321190,7323855,2
984969,7324486,7326991,2
984969,7327592,7347910,2
984969,7348551,7350736,2
984969,7351367,7353521,2
984969,7354172,7356356,2
984972,7316972,7374360,1
984972,7378067,7380061,2
984972,7381022,7386543,2
984972,7387494,7391121,2
984972,7392063,7489095,2
984972,7490067,7494736,2
984973,7307535,7496158,2
984973,7496669,7501639,2
984972,7495717,7502250,2
984972,7503292,7507119,2
984973,7502069,7509573,2
984972,7508071,7511888,2
984973,7510515,7512198,0
984972,7512890,7517588,2
984972,7518550,7523199,2
984972,7524141,7527938,2
984972,7528890,7532366,2
984972,7533298,7562292,2
984973,7512198,7566119,1
984972,7563244,7566721,2
984973,7566921,7567843,2
984973,7568354,7570127,2
984972,7567712,7571309,2
984973,7570628,7572952,2
984973,7573433,7575778,2
984972,7572291,7575898,2
984973,7576218,7578352,2
984973,7578763,7580336,2
984973,7580797,7623567,2
984973,7623998,7626112,2
984973,7626543,7630540,2
984973,7631011,7632654,2
984973,7633075,7634678,2
984973,7635359,7637583,2
984973,7638004,7641240,2
984973,7641661,7643434,2
984973,7643855,7645398,2
984973,7645819,7659124,2
984973,7659545,7661098,2
984973,7661518,7663081,2
984973,7663502,7665035,2
